timestamp,avg_pnl,win_rate,total_trades,wins,losses,long_hybrid,long_exec,long_vwap,short_hybrid,short_exec,short_vwap,stop_r,target_r,trail_1r,trail_2r,trail_activation_r,trailing_distance
2026-03-08 05:04:42,0.0722,52.38,294,154,140,75,50,-2.0,25,20,2.0,2.0,2.0,False,True,1.5,1.0
2026-03-08 05:05:54,0.1193,53.78,357,192,165,65,40,-1.5,35,20,2.0,2.5,3.0,True,True,2.0,1.5
2026-03-08 05:06:55,0.0427,25.66,534,137,397,75,40,-2.0,25,30,1.5,1.0,3.0,True,False,0.5,1.0
2026-03-08 05:07:52,0.1705,34.23,111,38,73,80,20,-1.0,20,15,1.5,1.5,5.0,False,False,1.5,1.0
2026-03-08 05:08:55,0.0428,25.63,394,101,293,75,20,-1.0,25,20,2.0,1.0,4.0,True,False,1.5,1.5
2026-03-08 05:10:13,0.0848,55.49,474,263,211,55,30,-1.0,45,30,1.0,2.5,4.0,False,True,1.5,1.0
2026-03-08 05:11:24,0.0661,40.79,966,394,572,55,20,-1.0,45,25,1.0,1.0,2.0,False,False,1.5,1.5
2026-03-08 05:12:44,0.2893,45.21,292,132,160,55,40,-1.0,45,20,1.0,2.5,5.0,False,False,0.5,1.0
2026-03-08 05:13:53,0.0353,30.72,843,259,584,65,30,-1.5,35,30,1.5,1.0,5.0,True,True,0.5,1.0
2026-03-08 05:14:46,-0.0191,28.34,187,53,134,80,50,-1.0,20,30,1.5,1.0,3.0,True,False,1.0,1.0
2026-03-08 05:15:40,-0.024,38.76,178,69,109,80,50,-2.0,20,25,1.5,1.0,3.0,False,True,2.0,1.0
2026-03-08 05:16:50,0.0225,37.06,537,199,338,65,30,-2.0,35,15,1.0,1.0,4.0,False,True,1.5,1.5
2026-03-08 05:18:04,0.1069,45.25,358,162,196,65,20,-1.5,35,15,2.0,2.0,3.0,False,True,0.5,2.0
2026-03-08 05:19:15,0.0346,33.53,674,226,448,55,50,-2.0,45,20,1.5,1.0,5.0,True,True,1.0,1.5
2026-03-08 05:20:31,0.1333,47.76,379,181,198,60,40,-1.5,40,25,2.0,2.0,5.0,False,True,1.0,2.0
2026-03-08 05:21:39,0.1419,51.26,238,122,116,75,20,-1.5,25,20,1.0,2.5,4.0,True,True,2.0,2.0
2026-03-08 05:22:50,0.0315,35.78,545,195,350,65,30,-2.0,35,20,1.5,2.5,3.0,True,True,0.5,1.5
2026-03-08 05:24:07,0.2481,37.11,353,131,222,55,20,-1.0,45,20,2.0,2.5,5.0,True,False,2.0,1.5
2026-03-08 05:25:15,0.0604,44.65,636,284,352,65,40,-2.0,35,20,1.0,2.0,2.0,True,False,1.0,1.0
2026-03-08 05:26:25,0.0831,47.93,676,324,352,60,40,-1.5,40,25,1.0,1.5,2.0,False,False,1.0,2.0
2026-03-08 05:27:38,0.0755,39.3,458,180,278,65,30,-1.0,35,15,1.0,2.0,5.0,True,True,1.0,2.0
2026-03-08 05:28:33,-0.005,28.3,159,45,114,80,20,-2.0,20,30,1.5,1.5,4.0,True,True,0.5,2.0
2026-03-08 05:29:46,0.0642,54.14,399,216,183,60,40,-2.0,40,30,2.0,2.5,5.0,False,True,1.0,1.0
2026-03-08 05:30:57,0.0486,44.72,492,220,272,60,50,-2.0,40,15,1.5,1.5,5.0,False,True,1.5,1.0
2026-03-08 05:32:02,0.0075,32.34,504,163,341,70,20,-1.5,30,20,1.5,1.5,4.0,True,True,0.5,1.5
2026-03-08 05:33:13,0.0569,39.21,607,238,369,65,30,-1.0,35,20,1.5,2.5,4.0,True,True,0.5,1.0
2026-03-08 05:34:33,0.2712,44.94,267,120,147,65,20,-1.0,35,30,1.5,2.5,5.0,False,False,0.5,1.5
2026-03-08 05:35:39,0.1419,52.94,272,144,128,70,30,-2.0,30,30,2.0,2.5,3.0,False,False,1.0,2.0
2026-03-08 05:36:34,0.0159,37.59,133,50,83,80,50,-2.0,20,20,1.5,2.5,3.0,True,False,1.0,1.5
2026-03-08 05:37:30,-0.0232,33.11,148,49,99,80,40,-1.5,20,30,1.0,1.0,2.0,False,True,2.0,2.0
2026-03-08 05:38:46,0.1463,52.86,384,203,181,60,20,-1.5,40,25,2.0,2.5,5.0,False,True,1.5,1.5
2026-03-08 05:39:40,-0.0228,31.76,148,47,101,80,40,-2.0,20,15,2.0,1.0,5.0,True,True,2.0,2.0
2026-03-08 05:40:43,0.0525,27.13,376,102,274,75,30,-2.0,25,25,1.5,1.0,4.0,True,False,2.0,1.5
2026-03-08 05:41:46,0.04,42.52,381,162,219,75,30,-2.0,25,25,1.5,1.5,4.0,True,True,1.5,1.0
2026-03-08 05:42:42,0.108,37.82,119,45,74,80,40,-1.0,20,25,1.0,2.5,4.0,True,False,1.5,2.0
2026-03-08 05:43:57,0.1673,33.87,375,127,248,60,20,-1.5,40,15,2.0,1.5,5.0,False,False,1.5,1.0
2026-03-08 05:45:08,0.0493,36.29,598,217,381,60,50,-1.0,40,20,2.0,1.0,3.0,True,True,1.5,1.5
2026-03-08 05:46:15,0.0554,52.19,343,179,164,70,20,-1.0,30,30,2.0,2.0,3.0,False,True,1.5,1.0
2026-03-08 05:47:23,0.0525,38.12,362,138,224,70,20,-1.5,30,25,1.5,1.5,2.0,True,True,1.5,2.0
2026-03-08 05:48:34,0.0659,40.81,919,375,544,55,40,-1.0,45,30,1.0,1.0,2.0,False,False,0.5,2.0
2026-03-08 05:49:40,0.0253,41.71,386,161,225,70,30,-1.5,30,20,2.0,1.5,2.0,True,True,1.5,1.5
2026-03-08 05:50:56,0.0941,42.12,463,195,268,60,50,-1.0,40,30,1.5,1.5,4.0,True,True,2.0,2.0
2026-03-08 05:51:51,-0.013,46.32,136,63,73,80,20,-1.0,20,30,1.5,1.5,5.0,False,True,0.5,1.5
2026-03-08 05:53:06,0.0895,50.1,481,241,240,55,30,-2.0,45,30,1.5,2.0,4.0,False,True,0.5,1.0
2026-03-08 05:54:16,0.0507,35.22,744,262,482,55,40,-1.0,45,15,2.0,1.5,4.0,True,True,0.5,1.0
2026-03-08 05:55:10,-0.0077,30.38,158,48,110,80,20,-2.0,20,15,1.5,2.5,3.0,True,False,0.5,1.5
2026-03-08 05:56:14,0.1109,36.54,260,95,165,75,20,-2.0,25,15,2.0,2.5,4.0,True,False,1.5,2.0
2026-03-08 05:57:17,0.0446,45.42,502,228,274,70,30,-1.5,30,25,1.0,1.5,2.0,True,False,1.5,2.0
2026-03-08 05:58:32,0.1017,55.24,420,232,188,60,30,-1.5,40,25,2.0,2.5,2.0,False,True,1.5,1.0
2026-03-08 05:59:37,0.0633,59.3,344,204,140,70,20,-1.5,30,15,2.0,2.5,2.0,False,False,0.5,1.5
2026-03-08 06:00:52,0.1089,43.53,425,185,240,55,40,-1.5,45,20,2.0,1.5,4.0,False,True,2.0,2.0
2026-03-08 06:02:07,0.0651,35.84,558,200,358,60,40,-1.0,40,30,1.5,1.0,3.0,False,True,1.5,2.0
2026-03-08 06:03:01,-0.0158,35.26,173,61,112,80,40,-2.0,20,15,1.0,1.5,3.0,True,True,0.5,1.5
2026-03-08 06:04:11,0.0371,28.34,494,140,354,65,20,-2.0,35,30,2.0,1.0,4.0,False,False,1.5,2.0
2026-03-08 06:05:27,0.2201,33.85,387,131,256,60,20,-1.5,40,25,1.5,2.0,5.0,True,False,2.0,1.0
2026-03-08 06:06:33,0.1552,43.82,251,110,141,75,40,-1.0,25,25,1.0,2.0,4.0,False,False,0.5,2.0
2026-03-08 06:07:36,0.0301,44.91,452,203,249,70,30,-2.0,30,30,2.0,2.0,2.0,True,False,1.0,1.0
2026-03-08 06:08:44,0.0341,23.31,356,83,273,70,50,-2.0,30,15,1.0,2.5,5.0,True,False,0.5,2.0
2026-03-08 06:09:52,0.0717,44.59,684,305,379,60,30,-1.5,40,15,1.5,2.0,2.0,True,False,1.0,1.0
2026-03-08 06:10:59,0.0548,51.9,343,178,165,70,20,-1.0,30,15,2.0,2.0,4.0,False,True,2.0,1.0
2026-03-08 06:12:07,0.1613,48.86,219,107,112,75,20,-2.0,25,15,1.0,2.5,4.0,False,False,2.0,2.0
2026-03-08 06:13:24,0.2081,48.59,319,155,164,60,20,-2.0,40,20,2.0,2.5,4.0,False,False,0.5,2.0
2026-03-08 06:14:25,0.0288,36.84,684,252,432,70,30,-1.0,30,15,1.0,1.0,2.0,True,False,1.0,1.0
2026-03-08 06:15:30,0.0476,28.92,415,120,295,70,30,-1.0,30,15,2.0,1.0,4.0,False,False,2.0,1.0
2026-03-08 06:16:42,0.0792,35.96,623,224,399,55,30,-1.5,45,25,2.0,1.5,3.0,True,False,1.5,1.5
2026-03-08 06:17:45,0.0657,54.49,345,188,157,75,40,-1.5,25,25,1.5,2.0,2.0,True,False,2.0,1.5
2026-03-08 06:18:40,0.0615,43.08,130,56,74,80,40,-1.0,20,20,1.5,1.5,3.0,False,False,0.5,1.5
2026-03-08 06:19:51,0.1424,38.55,249,96,153,70,40,-2.0,30,30,1.5,2.0,5.0,False,False,1.5,2.0
2026-03-08 06:20:45,0.0772,30.61,147,45,102,80,40,-1.5,20,20,1.0,1.0,4.0,False,False,0.5,2.0
2026-03-08 06:22:00,0.1253,49.4,334,165,169,60,40,-2.0,40,15,1.0,2.5,5.0,False,True,1.0,2.0
2026-03-08 06:23:17,0.1448,47.47,375,178,197,55,40,-1.0,45,15,2.0,2.0,4.0,False,True,2.0,2.0
2026-03-08 06:24:23,0.0538,39.53,296,117,179,75,50,-2.0,25,20,1.0,2.5,3.0,True,True,1.0,2.0
2026-03-08 06:25:29,0.0573,40.21,388,156,232,70,40,-1.5,30,20,1.5,1.5,3.0,False,False,2.0,1.0
2026-03-08 06:26:45,0.1453,44.15,419,185,234,60,20,-1.0,40,15,2.0,2.0,4.0,True,True,1.5,2.0
2026-03-08 06:27:55,0.0617,36.15,390,141,249,65,50,-2.0,35,15,1.5,1.5,4.0,False,False,0.5,1.0
2026-03-08 06:29:04,0.0506,38.64,616,238,378,65,50,-1.0,35,15,1.0,1.0,3.0,False,True,1.5,1.0
2026-03-08 06:30:00,-0.0166,45.79,107,49,58,80,30,-1.0,20,30,1.0,2.5,4.0,False,True,1.5,2.0
2026-03-08 06:31:10,0.029,29.44,720,212,508,65,50,-2.0,35,25,1.5,1.0,2.0,True,True,0.5,1.5
2026-03-08 06:32:13,0.1015,32.07,421,135,286,75,20,-1.0,25,30,1.5,2.0,3.0,True,False,0.5,1.5
2026-03-08 06:33:25,0.1102,54.29,571,310,261,55,20,-1.0,45,15,1.5,2.0,2.0,False,False,0.5,1.0
2026-03-08 06:34:37,0.0883,25.87,630,163,467,55,20,-2.0,45,20,1.0,2.0,4.0,True,False,0.5,1.0
2026-03-08 06:35:45,0.0505,39.51,696,275,421,65,30,-2.0,35,25,1.5,2.5,2.0,True,False,0.5,1.0
2026-03-08 06:37:00,0.1324,49.38,322,159,163,65,50,-1.5,35,15,1.5,2.5,4.0,False,True,1.5,2.0
2026-03-08 06:38:10,0.1923,39.37,221,87,134,75,40,-1.5,25,20,1.5,2.0,5.0,False,False,2.0,1.5
2026-03-08 06:39:27,0.1358,42.78,360,154,206,55,40,-2.0,45,30,2.0,2.0,4.0,False,False,2.0,2.0
2026-03-08 06:40:39,0.0448,36.33,545,198,347,65,20,-1.5,35,30,2.0,2.5,4.0,True,True,0.5,1.5
2026-03-08 06:41:34,-0.0271,45.32,139,63,76,80,40,-2.0,20,15,1.0,2.5,3.0,True,True,1.0,1.0
2026-03-08 06:42:48,0.0598,37.73,607,229,378,60,20,-2.0,40,20,1.0,1.0,5.0,False,True,0.5,1.5
2026-03-08 06:43:54,0.0155,33.01,515,170,345,70,50,-1.0,30,25,1.0,1.5,5.0,True,True,0.5,1.5
2026-03-08 06:45:05,0.1136,30.66,499,153,346,65,30,-1.0,35,25,1.5,1.5,4.0,True,False,1.5,1.0
2026-03-08 06:46:18,0.0926,23.69,498,118,380,65,30,-1.5,35,30,1.0,1.0,5.0,True,False,2.0,1.0
2026-03-08 06:47:29,0.0934,35.34,648,229,419,60,20,-1.0,40,15,2.0,1.0,3.0,False,False,2.0,1.0
2026-03-08 06:48:24,-0.0204,33.33,147,49,98,80,50,-1.5,20,30,1.5,1.0,5.0,False,True,1.5,2.0
2026-03-08 06:49:29,0.0313,30.88,421,130,291,75,50,-1.0,25,20,1.0,1.0,4.0,True,True,1.0,2.0
2026-03-08 06:50:44,0.0807,35.54,543,193,350,60,40,-1.0,40,15,1.0,2.0,4.0,True,True,0.5,2.0
2026-03-08 06:51:40,0.0188,39.2,125,49,76,80,40,-1.0,20,20,1.0,1.5,5.0,False,True,1.0,2.0
2026-03-08 06:52:52,0.0775,22.47,503,113,390,65,20,-2.0,35,20,1.5,2.0,5.0,True,False,0.5,2.0
2026-03-08 06:53:56,0.0216,41.6,351,146,205,75,20,-1.5,25,20,2.0,1.5,5.0,True,True,1.5,1.5
2026-03-08 06:55:05,0.066,40.79,331,135,196,70,20,-2.0,30,15,1.0,1.5,2.0,False,True,1.5,2.0
2026-03-08 06:56:19,0.0814,38.43,471,181,290,60,20,-2.0,40,15,1.0,2.0,2.0,True,True,1.0,2.0
2026-03-08 06:57:25,0.0339,34.63,361,125,236,75,30,-1.5,25,20,1.0,1.5,2.0,True,True,1.0,2.0
2026-03-08 06:58:22,0.1366,36.44,118,43,75,80,20,-1.5,20,20,2.0,2.0,4.0,True,False,1.5,1.5
2026-03-08 06:59:28,0.0344,43.65,323,141,182,75,40,-1.5,25,15,1.0,2.5,3.0,True,True,1.0,1.5
2026-03-08 07:00:38,0.0508,45.05,475,214,261,65,50,-2.0,35,25,2.0,1.5,2.0,False,True,1.0,1.0
2026-03-08 07:01:45,0.0674,41.16,294,121,173,75,30,-2.0,25,20,2.0,1.5,3.0,False,True,1.0,2.0
2026-03-08 07:02:51,0.0151,37.3,429,160,269,70,20,-2.0,30,25,1.5,1.5,4.0,True,True,1.0,1.5
2026-03-08 07:04:03,0.0504,30.55,599,183,416,55,50,-1.5,45,20,2.0,1.5,5.0,True,True,0.5,2.0
2026-03-08 07:05:12,0.0806,32.77,296,97,199,70,20,-2.0,30,15,2.0,1.5,5.0,False,False,0.5,1.5
2026-03-08 07:06:06,-0.0227,38.55,166,64,102,80,50,-1.0,20,25,1.0,2.0,4.0,True,True,0.5,1.5
2026-03-08 07:07:12,0.021,33.24,373,124,249,75,50,-1.5,25,25,2.0,1.0,2.0,True,True,1.5,2.0
2026-03-08 07:08:19,0.0407,29.19,418,122,296,70,20,-1.5,30,25,1.0,1.0,4.0,False,False,0.5,1.0
2026-03-08 07:09:32,0.1514,29.82,399,119,280,65,20,-1.0,35,25,2.0,2.5,5.0,True,False,1.0,1.0
2026-03-08 07:10:48,0.119,49.17,545,268,277,60,30,-1.0,40,25,1.5,2.0,2.0,True,True,1.5,1.0
2026-03-08 07:11:54,0.0271,44.48,353,157,196,70,30,-2.0,30,20,2.0,1.5,3.0,False,True,1.0,1.5
2026-03-08 07:13:08,0.0704,26.11,452,118,334,65,30,-2.0,35,25,1.5,1.0,5.0,False,False,0.5,1.5
2026-03-08 07:14:19,0.149,38.06,381,145,236,65,40,-1.0,35,15,1.5,2.5,4.0,True,False,1.5,1.5
2026-03-08 07:15:17,0.2537,48.98,98,48,50,80,30,-2.0,20,30,2.0,2.5,4.0,False,False,1.0,2.0
2026-03-08 07:16:32,0.1357,46.59,367,171,196,65,40,-1.5,35,30,1.5,2.0,5.0,False,True,2.0,2.0
2026-03-08 07:17:37,0.0203,38.25,400,153,247,75,20,-1.5,25,20,1.0,1.0,5.0,False,True,2.0,1.5
2026-03-08 07:18:32,0.0295,26.58,158,42,116,80,50,-2.0,20,15,1.0,1.0,4.0,True,False,2.0,1.5
2026-03-08 07:19:37,0.0411,50.12,411,206,205,70,20,-2.0,30,25,1.0,2.0,2.0,True,False,1.5,1.0
2026-03-08 07:20:49,0.1081,32.26,468,151,317,60,20,-2.0,40,20,2.0,2.5,4.0,True,False,1.0,1.0
2026-03-08 07:21:56,0.096,37.57,338,127,211,70,30,-1.0,30,20,2.0,1.5,4.0,False,False,2.0,1.5
2026-03-08 07:23:07,0.0825,19.29,622,120,502,60,50,-1.0,40,15,2.0,1.0,5.0,True,False,0.5,1.0
2026-03-08 07:24:18,0.0744,35.93,565,203,362,55,40,-1.5,45,15,1.5,1.5,3.0,True,False,1.5,1.0
2026-03-08 07:25:24,0.0177,37.88,425,161,264,70,20,-2.0,30,15,1.5,1.0,5.0,True,True,2.0,1.5
2026-03-08 07:26:38,0.0589,33.09,556,184,372,60,40,-2.0,40,30,1.5,2.0,4.0,True,True,0.5,2.0
2026-03-08 07:27:32,-0.0251,31.79,195,62,133,80,40,-2.0,20,20,1.5,1.0,3.0,True,True,0.5,1.5
2026-03-08 07:28:46,0.0718,35.18,523,184,339,60,20,-2.0,40,15,1.0,1.5,2.0,True,True,1.0,2.0
2026-03-08 07:30:04,0.1434,48.12,399,192,207,60,30,-1.5,40,30,1.0,2.0,4.0,False,True,2.0,2.0
2026-03-08 07:31:10,0.0626,27.99,418,117,301,70,20,-1.0,30,30,2.0,1.5,4.0,True,False,1.0,1.5
2026-03-08 07:32:24,0.0464,44.07,447,197,250,65,40,-2.0,35,20,2.0,2.5,5.0,True,True,1.0,1.5
2026-03-08 07:33:35,0.0641,39.4,637,251,386,60,40,-1.0,40,15,2.0,1.0,2.0,False,True,1.0,1.0
2026-03-08 07:34:28,-0.007,35.53,228,81,147,80,40,-1.0,20,20,2.0,1.5,2.0,True,False,0.5,1.5
2026-03-08 07:35:40,0.0939,27.52,636,175,461,55,30,-1.0,45,15,2.0,1.0,4.0,True,False,1.5,1.5
2026-03-08 07:36:47,0.0155,49.7,334,166,168,70,30,-1.5,30,15,2.0,2.5,4.0,True,True,1.5,1.0
2026-03-08 07:37:54,0.078,57.3,274,157,117,75,30,-1.5,25,15,1.0,2.5,2.0,False,True,2.0,1.0
2026-03-08 07:39:18,0.1872,33.14,350,116,234,65,20,-1.0,35,25,1.5,2.5,5.0,True,False,1.5,1.5
2026-03-08 07:40:23,0.1272,26.67,135,36,99,80,20,-1.0,20,20,1.5,1.5,5.0,True,False,1.0,1.0
2026-03-08 07:41:33,0.0311,28.25,354,100,254,75,50,-2.0,25,15,2.0,1.0,4.0,False,False,1.5,2.0
2026-03-08 07:42:57,0.1483,47.62,378,180,198,60,30,-1.5,40,15,1.0,2.0,2.0,False,True,0.5,2.0
2026-03-08 07:44:18,0.0481,34.5,484,167,317,65,50,-2.0,35,30,2.0,1.5,4.0,True,True,1.0,2.0
2026-03-08 07:45:31,0.0438,18.49,449,83,366,75,30,-1.0,25,25,1.5,1.0,5.0,True,False,0.5,1.0
2026-03-08 07:46:51,0.0506,31.49,975,307,668,60,20,-1.0,40,30,2.0,1.0,3.0,True,True,0.5,1.0
2026-03-08 07:48:16,0.1978,38.94,303,118,185,65,50,-1.5,35,30,2.0,2.0,5.0,False,False,1.5,1.0
2026-03-08 07:49:12,0.0223,39.84,123,49,74,80,30,-1.0,20,15,1.5,1.5,3.0,False,True,1.0,2.0
2026-03-08 07:50:16,0.0749,55.91,347,194,153,75,50,-1.5,25,20,1.0,2.5,2.0,True,False,1.5,1.5
2026-03-08 07:51:20,0.0841,55.15,359,198,161,75,50,-1.0,25,20,1.5,2.0,2.0,False,False,1.5,2.0
2026-03-08 07:52:14,0.0212,42.93,191,82,109,80,30,-2.0,20,20,2.0,1.5,2.0,True,False,1.0,1.5
2026-03-08 07:53:31,0.1207,28.89,398,115,283,60,50,-1.5,40,15,1.5,2.5,5.0,True,False,1.0,2.0
2026-03-08 07:54:53,0.1413,40.12,491,197,294,65,20,-1.0,35,25,2.0,2.5,3.0,True,False,1.0,1.0
2026-03-08 07:56:10,0.0819,57.86,458,265,193,55,50,-2.0,45,15,1.0,2.5,2.0,False,False,1.5,1.5
2026-03-08 07:57:08,-0.0064,39.15,212,83,129,80,20,-2.0,20,30,2.0,1.0,2.0,True,False,2.0,1.5
2026-03-08 07:58:20,0.0261,43.63,314,137,177,75,50,-2.0,25,30,2.0,2.5,4.0,True,True,1.0,1.5
2026-03-08 07:59:37,0.09,44.27,646,286,360,60,30,-1.0,40,30,1.0,1.5,3.0,True,True,1.5,1.0
2026-03-08 08:00:57,0.1046,46.69,287,134,153,70,30,-2.0,30,25,1.0,2.0,5.0,False,True,0.5,2.0
2026-03-08 08:02:36,0.1039,53.41,528,282,246,55,40,-2.0,45,25,2.0,2.0,2.0,True,False,2.0,2.0
2026-03-08 08:04:03,0.0393,29.45,618,182,436,65,20,-1.5,35,25,1.0,1.5,5.0,True,True,0.5,2.0
2026-03-08 08:05:21,0.184,48.51,101,49,52,80,30,-1.0,20,25,1.5,2.5,4.0,False,False,0.5,1.5
2026-03-08 08:06:54,0.0594,44.15,453,200,253,65,50,-1.0,35,15,1.5,1.5,2.0,False,True,1.5,1.5
