timestamp,avg_pnl,win_rate,total_trades,wins,losses,long_hybrid,long_exec,long_vwap,short_hybrid,short_exec,short_vwap,stop_r,target_r,trail_1r,trail_2r,trail_activation_r,trailing_distance
2026-03-08 04:51:19,0.0561,45.44,537,244,293,55,40,-2.0,45,30,2.0,1.5,3.0,False,True,1.5,1.0
2026-03-08 04:52:31,0.107,35.11,695,244,451,60,20,-1.0,40,25,1.5,1.0,3.0,False,False,2.0,1.0
2026-03-08 04:53:25,-0.0158,35.26,173,61,112,80,40,-2.0,20,25,1.0,1.5,5.0,True,True,0.5,1.5
2026-03-08 04:54:31,0.056,29.21,428,125,303,70,50,-1.0,30,30,1.0,1.0,4.0,False,False,1.0,2.0
2026-03-08 04:55:49,0.1919,48.64,331,161,170,60,40,-1.5,40,25,1.0,2.5,4.0,False,False,1.5,1.0
2026-03-08 04:57:03,0.0862,50.1,485,243,242,55,30,-2.0,45,25,1.0,2.0,2.0,True,True,2.0,1.0
2026-03-08 04:58:16,0.1794,32.34,334,108,226,65,40,-2.0,35,20,2.0,2.0,5.0,True,False,2.0,1.0
2026-03-08 04:59:21,0.0278,28.72,397,114,283,70,50,-2.0,30,15,1.5,1.0,4.0,False,False,1.5,1.5
2026-03-08 05:00:18,0.0177,51.52,132,68,64,80,40,-1.5,20,30,1.0,2.0,3.0,False,True,0.5,1.0
2026-03-08 05:01:22,0.0232,38.16,456,174,282,70,20,-2.0,30,20,2.0,1.0,3.0,False,True,1.0,1.0
2026-03-08 05:02:33,0.1195,37.42,596,223,373,60,50,-1.0,40,25,1.0,2.0,3.0,True,False,1.0,1.0
2026-03-08 05:03:38,0.0166,38.04,460,175,285,70,30,-2.0,30,25,1.5,1.5,5.0,True,True,1.0,1.0
